id,number_of_jobs,last_job_type,last_job_industry,experience_in_dbs,experience_outside_dbs,experience_in_fin,experience_in_insurance,target_achievement,overall_rating
3116,3,other,telecom,7,6,8,3,HIGH,???
1963,2,sales,telecom,10,6,12,4,MEDIUM,???
2218,0,,,10,0,10,0,MEDIUM,???
2608,0,,,10,0,10,0,MEDIUM,???
188,5,sales,insurance,4,7,7,4,MEDIUM,???
3107,0,,,9,0,9,0,MEDIUM,???
3606,0,,,7,0,7,0,MEDIUM,???
2838,0,,,3,0,3,0,MEDIUM,???
1566,1,tech,insurance,4,5,6,1,MEDIUM,???
1296,0,,,6,0,6,0,MEDIUM,???
1081,0,,,3,0,3,0,MEDIUM,???
2298,1,finance,insurance,10,1,10,0,MEDIUM,???
889,1,other,finance,6,0,6,0,MEDIUM,???
1177,0,,,6,0,6,0,MEDIUM,???
1977,0,,,9,0,9,0,MEDIUM,???
1523,4,hr,finance,3,7,7,3,LOW,???
522,4,sales,finance,8,7,11,4,MEDIUM,???
3281,0,,,9,0,9,0,MEDIUM,???
2317,1,finance,insurance,3,0,3,0,MEDIUM,???
1113,0,,,7,0,7,0,MEDIUM,???
2439,0,,,10,0,10,0,MEDIUM,???
1155,0,,,5,0,5,0,MEDIUM,???
145,0,,,6,0,6,0,MEDIUM,???
2420,3,finance,finance,5,7,7,5,LOW,???
644,3,other,telecom,10,2,10,2,HIGH,???
3668,4,tech,tech,8,7,11,3,HIGH,???
1406,1,hr,finance,10,1,10,0,MEDIUM,???
2506,0,,,8,0,8,0,MEDIUM,???
806,0,,,10,0,10,0,MEDIUM,???
971,1,tech,other,9,3,10,2,MEDIUM,???
923,5,other,insurance,7,7,10,4,HIGH,???
347,4,hr,other,10,3,11,2,HIGH,???
499,0,,,10,0,10,0,MEDIUM,???
3149,1,hr,finance,8,5,10,3,MEDIUM,???
781,0,,,3,0,3,0,MEDIUM,???
1504,3,hr,finance,4,3,5,0,MEDIUM,???
1633,3,hr,finance,6,3,7,2,MEDIUM,???
2746,0,,,8,0,8,0,MEDIUM,???
2854,1,tech,other,3,5,5,0,LOW,???
479,0,,,9,0,9,0,MEDIUM,???
3140,3,tech,finance,6,1,6,0,MEDIUM,???
783,0,,,10,0,10,0,MEDIUM,???
2777,1,finance,telecom,6,3,7,2,MEDIUM,???
93,1,sales,tech,7,3,8,2,MEDIUM,???
3299,0,,,10,0,10,0,MEDIUM,???
2972,0,,,8,0,8,0,MEDIUM,???
284,2,tech,telecom,3,4,5,1,MEDIUM,???
1048,0,,,9,0,9,0,MEDIUM,???
1472,0,,,8,0,8,0,MEDIUM,???
1135,0,,,6,0,6,0,MEDIUM,???
1707,3,other,tech,7,5,9,3,HIGH,???
2823,3,sales,other,4,4,6,2,HIGH,???
3502,0,,,7,0,7,0,MEDIUM,???
2355,0,,,8,0,8,0,MEDIUM,???
1468,5,finance,telecom,3,7,6,4,MEDIUM,???
3935,0,,,6,0,6,0,MEDIUM,???
3409,3,tech,other,7,4,8,3,HIGH,???
2325,5,tech,tech,10,1,10,1,HIGH,???
3045,2,sales,tech,8,7,11,4,MEDIUM,???
1011,2,tech,finance,5,4,7,2,MEDIUM,???
110,0,,,6,0,6,0,MEDIUM,???
573,0,,,4,0,4,0,MEDIUM,???
2804,1,tech,telecom,6,4,7,3,MEDIUM,???
3413,0,,,4,0,4,0,MEDIUM,???
3123,0,,,8,0,8,0,MEDIUM,???
2120,1,other,tech,5,0,5,0,MEDIUM,???
2552,1,sales,tech,7,0,7,0,MEDIUM,???
1328,0,,,9,0,9,0,MEDIUM,???
924,0,,,7,0,7,0,MEDIUM,???
3345,1,sales,telecom,3,3,4,0,MEDIUM,???
3009,0,,,3,0,3,0,MEDIUM,???
2472,0,,,5,0,5,0,MEDIUM,???
2930,1,other,other,9,0,9,0,MEDIUM,???
3721,0,,,5,0,5,0,MEDIUM,???
583,5,other,other,8,7,10,5,HIGH,???
1943,1,sales,other,3,7,7,3,LOW,???
818,5,finance,insurance,9,7,13,3,HIGH,???
2991,0,,,9,0,9,0,MEDIUM,???
43,1,hr,finance,9,1,9,1,MEDIUM,???
2583,0,,,7,0,7,0,MEDIUM,???
3916,0,,,3,0,3,0,MEDIUM,???
2370,0,,,3,0,3,0,MEDIUM,???
3924,0,,,10,0,10,0,MEDIUM,???
1271,0,,,3,0,3,0,MEDIUM,???
1140,5,other,other,4,7,6,4,MEDIUM,???
727,2,other,tech,3,4,4,3,MEDIUM,???
3154,0,,,10,0,10,0,MEDIUM,???
2259,0,,,8,0,8,0,MEDIUM,???
1742,0,,,10,0,10,0,MEDIUM,???
973,0,,,9,0,9,0,MEDIUM,???
3049,2,hr,other,6,0,6,0,MEDIUM,???
1663,5,hr,finance,5,7,8,4,LOW,???
1001,0,,,10,0,10,0,MEDIUM,???
2848,0,,,8,0,8,0,MEDIUM,???
3097,5,hr,tech,4,7,7,4,MEDIUM,???
2821,1,other,insurance,3,0,3,0,MEDIUM,???
532,0,,,9,0,9,0,MEDIUM,???
914,1,tech,other,8,0,8,0,MEDIUM,???
2250,1,other,other,8,3,9,2,MEDIUM,???
1251,1,hr,insurance,10,0,10,0,MEDIUM,???
3239,0,,,9,0,9,0,MEDIUM,???
1192,5,sales,tech,7,7,11,3,HIGH,???
2731,3,other,insurance,4,7,6,5,MEDIUM,???
2266,0,,,8,0,8,0,MEDIUM,???
2732,1,tech,telecom,10,3,11,2,MEDIUM,???
2297,1,tech,other,5,0,5,0,MEDIUM,???
3312,3,tech,telecom,4,5,6,2,HIGH,???
1004,0,,,3,0,3,0,MEDIUM,???
1754,2,hr,insurance,10,7,13,4,MEDIUM,???
114,0,,,9,0,9,0,MEDIUM,???
2048,5,hr,other,4,7,7,4,MEDIUM,???
3819,0,,,10,0,10,0,MEDIUM,???
2539,0,,,6,0,6,0,MEDIUM,???
1212,1,sales,telecom,5,0,5,0,MEDIUM,???
1739,0,,,10,0,10,0,MEDIUM,???
2833,0,,,5,0,5,0,MEDIUM,???
1309,1,other,other,8,0,8,0,MEDIUM,???
664,0,,,8,0,8,0,MEDIUM,???
3082,0,,,3,0,3,0,MEDIUM,???
899,3,finance,insurance,9,5,11,3,HIGH,???
2378,3,hr,telecom,10,7,14,3,HIGH,???
2006,0,,,5,0,5,0,MEDIUM,???
2253,0,,,9,0,9,0,MEDIUM,???
408,2,tech,telecom,7,3,8,2,MEDIUM,???
3790,3,sales,insurance,5,7,7,5,MEDIUM,???
101,2,sales,other,8,2,8,0,MEDIUM,???
2353,5,finance,telecom,8,3,8,3,HIGH,???
1440,2,tech,tech,3,3,4,2,MEDIUM,???
775,0,,,8,0,8,0,MEDIUM,???
896,5,finance,insurance,7,7,9,5,HIGH,???
3907,0,,,6,0,6,0,MEDIUM,???
546,1,finance,finance,7,0,7,0,MEDIUM,???
3095,3,sales,tech,9,5,11,3,HIGH,???
1657,3,sales,finance,3,7,6,4,LOW,???
3476,0,,,6,0,6,0,MEDIUM,???
297,0,,,10,0,10,0,MEDIUM,???
855,2,hr,insurance,10,7,12,5,MEDIUM,???
657,5,other,telecom,5,4,7,2,HIGH,???
1097,0,,,9,0,9,0,MEDIUM,???
3241,0,,,10,0,10,0,MEDIUM,???
2073,0,,,8,0,8,0,MEDIUM,???
3533,0,,,4,0,4,0,MEDIUM,???
2185,4,finance,insurance,6,5,8,3,HIGH,???
1729,0,,,6,0,6,0,MEDIUM,???
1166,5,finance,tech,4,4,6,2,HIGH,???
3799,1,other,finance,8,0,8,0,MEDIUM,???
492,1,tech,telecom,7,0,7,0,MEDIUM,???
1108,1,other,finance,7,0,7,0,MEDIUM,???
1224,3,other,finance,9,4,11,2,MEDIUM,???
1018,1,tech,tech,8,0,8,0,MEDIUM,???
2740,1,sales,insurance,3,0,3,0,MEDIUM,???
552,0,,,3,0,3,0,MEDIUM,???
351,2,hr,finance,6,0,6,0,MEDIUM,???
608,0,,,4,0,4,0,MEDIUM,???
822,1,hr,insurance,8,7,11,0,MEDIUM,???
2383,5,sales,finance,7,6,10,3,MEDIUM,???
3369,2,sales,other,3,4,4,3,MEDIUM,???
74,0,,,3,0,3,0,MEDIUM,???
1585,2,other,insurance,10,7,12,5,MEDIUM,???
2278,0,,,6,0,6,0,MEDIUM,???
105,0,,,4,0,4,0,MEDIUM,???
82,0,,,9,0,9,0,MEDIUM,???
1160,3,tech,other,6,7,9,4,HIGH,???
3943,5,tech,finance,3,0,3,0,MEDIUM,???
385,4,other,telecom,6,4,8,2,HIGH,???
940,0,,,4,0,4,0,MEDIUM,???
2929,0,,,10,0,10,0,MEDIUM,???
228,2,sales,insurance,4,7,7,4,LOW,???
2347,3,tech,finance,9,6,11,2,MEDIUM,???
1390,5,tech,telecom,5,3,6,2,HIGH,???
696,0,,,3,0,3,0,MEDIUM,???
420,0,,,6,0,6,0,MEDIUM,???
3042,0,,,6,0,6,0,MEDIUM,???
1770,0,,,3,0,3,0,MEDIUM,???
142,0,,,4,0,4,0,MEDIUM,???
3486,0,,,6,0,6,0,MEDIUM,???
352,4,hr,insurance,3,7,6,4,MEDIUM,???
3210,1,hr,telecom,5,3,6,2,MEDIUM,???
1973,0,,,6,0,6,0,MEDIUM,???
1551,0,,,3,0,3,0,MEDIUM,???
2676,0,,,3,0,3,0,MEDIUM,???
2758,2,finance,other,10,2,11,1,MEDIUM,???
1221,5,hr,other,5,7,8,4,MEDIUM,???
753,0,,,5,0,5,0,MEDIUM,???
2856,0,,,4,0,4,0,MEDIUM,???
2599,1,sales,insurance,9,0,9,0,MEDIUM,???
1573,5,other,insurance,3,7,7,3,MEDIUM,???
2307,2,tech,other,7,4,9,1,MEDIUM,???
150,0,,,6,0,6,0,MEDIUM,???
729,0,,,9,0,9,0,MEDIUM,???
3938,5,finance,other,3,7,6,4,MEDIUM,???
3177,4,other,insurance,3,0,3,0,HIGH,???
1997,1,sales,insurance,8,1,8,0,MEDIUM,???
250,0,,,6,0,6,0,MEDIUM,???
195,3,sales,tech,3,6,5,4,MEDIUM,???
217,0,,,9,0,9,0,MEDIUM,???
1947,0,,,7,0,7,0,MEDIUM,???
3672,0,,,5,0,5,0,MEDIUM,???
891,5,finance,telecom,4,7,7,4,MEDIUM,???
1652,3,tech,other,9,7,12,3,HIGH,???
1699,0,,,6,0,6,0,MEDIUM,???
1096,1,finance,finance,3,0,3,0,LOW,???
3860,0,,,9,0,9,0,MEDIUM,???
1265,1,other,finance,3,5,5,1,LOW,???
1835,5,hr,tech,6,4,7,3,HIGH,???
1766,0,,,6,0,6,0,MEDIUM,???
578,0,,,5,0,5,0,MEDIUM,???
2292,3,tech,tech,7,7,10,4,HIGH,???
2783,0,,,9,0,9,0,MEDIUM,???
832,3,hr,other,7,7,9,4,HIGH,???
571,5,other,finance,4,7,7,4,LOW,???
1689,2,other,telecom,7,5,8,4,MEDIUM,???
1586,0,,,3,0,3,0,MEDIUM,???
2529,1,tech,other,4,4,6,2,MEDIUM,???
2874,0,,,4,0,4,0,MEDIUM,???
2408,0,,,3,0,3,0,MEDIUM,???
1176,0,,,9,0,9,0,MEDIUM,???
2594,5,finance,finance,8,7,10,5,MEDIUM,???
597,1,sales,finance,8,2,8,2,MEDIUM,???
3127,0,,,9,0,9,0,MEDIUM,???
628,0,,,8,0,8,0,MEDIUM,???
3197,4,sales,finance,9,5,11,3,MEDIUM,???
465,4,sales,telecom,10,5,13,2,HIGH,???
2112,0,,,6,0,6,0,MEDIUM,???
3792,1,finance,other,3,0,3,0,MEDIUM,???
3925,4,finance,insurance,10,7,13,4,HIGH,???
2190,1,other,tech,10,6,13,3,MEDIUM,???
2469,0,,,9,0,9,0,MEDIUM,???
2955,0,,,10,0,10,0,MEDIUM,???
918,5,finance,other,8,7,11,4,HIGH,???
744,0,,,6,0,6,0,MEDIUM,???
751,0,,,5,0,5,0,MEDIUM,???
17,2,finance,finance,6,5,7,1,MEDIUM,???
3224,1,finance,tech,5,3,6,2,MEDIUM,???
1082,0,,,9,0,9,0,MEDIUM,???
3696,1,tech,other,8,1,8,1,MEDIUM,???
3223,1,finance,finance,7,0,7,0,MEDIUM,???
2227,0,,,6,0,6,0,MEDIUM,???
2628,2,tech,telecom,10,0,10,0,MEDIUM,???
2981,1,tech,other,4,0,4,0,MEDIUM,???
1056,0,,,8,0,8,0,MEDIUM,???
509,5,hr,other,3,7,6,4,MEDIUM,???
1553,0,,,9,0,9,0,MEDIUM,???
3319,2,other,insurance,6,7,9,4,MEDIUM,???
1178,2,other,tech,3,2,4,0,MEDIUM,???
2396,0,,,7,0,7,0,MEDIUM,???
2210,0,,,10,0,10,0,MEDIUM,???
2550,2,tech,telecom,7,4,8,2,MEDIUM,???
2880,5,finance,insurance,6,7,9,4,HIGH,???
3021,0,,,3,0,3,0,MEDIUM,???
678,2,hr,other,8,2,8,2,MEDIUM,???
2137,1,finance,finance,4,5,6,3,MEDIUM,???
535,2,tech,insurance,4,5,7,2,MEDIUM,???
3869,3,tech,telecom,6,5,9,2,HIGH,???
2768,0,,,5,0,5,0,MEDIUM,???
211,0,,,7,0,7,0,MEDIUM,???
2727,0,,,10,0,10,0,MEDIUM,???
3766,3,other,other,6,1,6,0,HIGH,???
3040,0,,,3,0,3,0,MEDIUM,???
947,0,,,7,0,7,0,MEDIUM,???
2251,0,,,9,0,9,0,MEDIUM,???
2566,0,,,9,0,9,0,MEDIUM,???
1032,1,hr,other,10,2,11,0,MEDIUM,???
2906,0,,,7,0,7,0,MEDIUM,???
1075,0,,,5,0,5,0,MEDIUM,???
2857,0,,,4,0,4,0,MEDIUM,???
3041,0,,,8,0,8,0,MEDIUM,???
1009,0,,,3,0,3,0,MEDIUM,???
1227,0,,,7,0,7,0,MEDIUM,???
3377,0,,,4,0,4,0,MEDIUM,???
3929,0,,,4,0,4,0,MEDIUM,???
2321,3,hr,insurance,10,7,14,0,HIGH,???
3600,0,,,8,0,8,0,MEDIUM,???
1238,0,,,7,0,7,0,MEDIUM,???
2702,1,finance,other,5,0,5,0,MEDIUM,???
3625,1,other,other,3,1,3,1,MEDIUM,???
3305,4,other,finance,9,7,13,3,MEDIUM,???
786,4,other,tech,5,7,8,2,MEDIUM,???
1253,0,,,6,0,6,0,MEDIUM,???
3615,0,,,5,0,5,0,MEDIUM,???
2475,3,hr,tech,3,4,4,3,HIGH,???
837,0,,,9,0,9,0,MEDIUM,???
3331,0,,,7,0,7,0,MEDIUM,???
2998,0,,,8,0,8,0,MEDIUM,???
563,0,,,3,0,3,0,MEDIUM,???
3980,2,other,insurance,8,3,9,2,MEDIUM,???
3297,2,sales,telecom,4,5,6,0,MEDIUM,???
1064,1,hr,tech,6,5,8,3,MEDIUM,???
685,2,hr,telecom,10,7,14,3,MEDIUM,???
1122,1,tech,telecom,6,1,6,0,MEDIUM,???
2806,0,,,10,0,10,0,MEDIUM,???
2924,0,,,4,0,4,0,MEDIUM,???
233,4,tech,finance,3,5,5,3,LOW,???
2889,0,,,3,0,3,0,MEDIUM,???
327,1,tech,other,9,0,9,0,MEDIUM,???
1204,0,,,8,0,8,0,MEDIUM,???
1520,0,,,4,0,4,0,MEDIUM,???
892,2,tech,finance,10,7,13,4,MEDIUM,???
1461,3,sales,other,7,5,9,3,HIGH,???
2568,2,finance,telecom,7,0,7,0,MEDIUM,???
373,4,tech,other,9,7,13,3,HIGH,???
2914,0,,,7,0,7,0,MEDIUM,???
1756,0,,,8,0,8,0,MEDIUM,???
1015,0,,,10,0,10,0,MEDIUM,???
3903,2,finance,finance,8,3,9,2,MEDIUM,???
3626,0,,,7,0,7,0,MEDIUM,???
377,1,finance,telecom,3,3,4,2,MEDIUM,???
2913,0,,,9,0,9,0,MEDIUM,???
950,0,,,4,0,4,0,MEDIUM,???
1526,4,tech,other,4,7,8,3,MEDIUM,???
2534,0,,,8,0,8,0,MEDIUM,???
2728,3,other,tech,4,3,5,0,HIGH,???
3840,0,,,8,0,8,0,MEDIUM,???
1643,0,,,4,0,4,0,MEDIUM,???
1761,1,sales,tech,10,0,10,0,MEDIUM,???
3265,2,other,tech,5,2,5,1,MEDIUM,???
3551,0,,,3,0,3,0,MEDIUM,???
834,0,,,9,0,9,0,MEDIUM,???
500,5,hr,insurance,6,7,10,3,HIGH,???
1610,0,,,5,0,5,0,MEDIUM,???
3653,2,tech,telecom,4,7,8,3,LOW,???
2820,4,hr,telecom,8,6,11,1,HIGH,???
3278,0,,,4,0,4,0,MEDIUM,???
3071,3,other,other,4,4,6,2,HIGH,???
3619,0,,,8,0,8,0,MEDIUM,???
2918,2,other,finance,9,1,9,0,MEDIUM,???
3068,0,,,9,0,9,0,MEDIUM,???
1875,0,,,7,0,7,0,MEDIUM,???
782,0,,,4,0,4,0,MEDIUM,???
3971,0,,,8,0,8,0,MEDIUM,???
1591,0,,,5,0,5,0,MEDIUM,???
1348,1,hr,finance,6,1,6,0,MEDIUM,???
699,0,,,4,0,4,0,MEDIUM,???
1093,1,sales,other,7,0,7,0,MEDIUM,???
3772,0,,,3,0,3,0,MEDIUM,???
3075,1,sales,tech,10,5,11,2,MEDIUM,???
1980,1,sales,finance,8,7,12,3,MEDIUM,???
2180,1,finance,other,7,3,8,1,MEDIUM,???
1845,0,,,4,0,4,0,MEDIUM,???
668,0,,,3,0,3,0,MEDIUM,???
2592,1,hr,finance,4,3,5,2,MEDIUM,???
3150,0,,,4,0,4,0,MEDIUM,???
2580,5,tech,tech,5,7,8,4,MEDIUM,???
3510,2,hr,finance,8,4,9,3,MEDIUM,???
1674,5,tech,telecom,5,7,9,3,MEDIUM,???
2229,5,finance,other,7,7,10,4,HIGH,???
557,1,other,other,7,5,9,3,MEDIUM,???
1792,1,finance,insurance,3,3,4,1,MEDIUM,???
993,0,,,9,0,9,0,MEDIUM,???
1673,0,,,3,0,3,0,MEDIUM,???
1288,4,sales,other,7,7,10,4,HIGH,???
1782,0,,,7,0,7,0,MEDIUM,???
2082,5,hr,other,6,7,9,3,HIGH,???
1741,0,,,9,0,9,0,MEDIUM,???
3737,1,other,tech,9,2,10,1,MEDIUM,???
815,4,hr,insurance,9,7,12,2,HIGH,???
81,0,,,3,0,3,0,MEDIUM,???
2106,0,,,3,0,3,0,MEDIUM,???
1668,0,,,9,0,9,0,MEDIUM,???
3991,0,,,3,0,3,0,MEDIUM,???
2715,1,sales,telecom,7,0,7,0,MEDIUM,???
481,0,,,9,0,9,0,MEDIUM,???
752,0,,,3,0,3,0,MEDIUM,???
312,0,,,10,0,10,0,MEDIUM,???
2315,3,tech,other,10,1,10,1,HIGH,???
3349,5,finance,finance,7,4,8,3,MEDIUM,???
3905,1,tech,telecom,3,1,3,0,MEDIUM,???
170,0,,,3,0,3,0,MEDIUM,???
2588,5,hr,tech,8,7,12,3,HIGH,???
3497,0,,,10,0,10,0,MEDIUM,???
3837,4,finance,other,6,2,7,1,HIGH,???
1778,5,finance,telecom,10,4,13,1,HIGH,???
1193,0,,,10,0,10,0,MEDIUM,???
2764,0,,,4,0,4,0,MEDIUM,???
1393,0,,,6,0,6,0,MEDIUM,???
2916,0,,,8,0,8,0,MEDIUM,???
1930,1,hr,other,5,3,6,2,MEDIUM,???
3762,0,,,3,0,3,0,MEDIUM,???
3865,5,tech,other,3,7,5,5,MEDIUM,???
3593,5,finance,insurance,6,7,8,5,HIGH,???
2630,3,other,other,8,7,10,0,HIGH,???
3283,0,,,8,0,8,0,MEDIUM,???
449,0,,,7,0,7,0,MEDIUM,???
3156,0,,,8,0,8,0,MEDIUM,???
2606,0,,,6,0,6,0,MEDIUM,???
3969,0,,,8,0,8,0,MEDIUM,???
3511,5,finance,telecom,8,3,9,2,HIGH,???
162,1,tech,tech,3,3,4,2,MEDIUM,???
138,2,hr,finance,7,3,8,2,MEDIUM,???
3034,4,sales,finance,4,4,5,3,MEDIUM,???
1438,1,other,other,6,3,6,3,MEDIUM,???
728,2,finance,insurance,5,5,7,3,MEDIUM,???
1466,0,,,5,0,5,0,MEDIUM,???
748,2,other,insurance,10,1,10,0,MEDIUM,???
963,3,hr,tech,10,7,13,4,HIGH,???
3404,2,finance,tech,4,3,5,2,MEDIUM,???
3640,5,other,telecom,3,7,8,2,MEDIUM,???
1306,0,,,7,0,7,0,MEDIUM,???
2343,0,,,3,0,3,0,MEDIUM,???
2693,2,tech,tech,3,2,3,1,MEDIUM,???
2327,0,,,8,0,8,0,MEDIUM,???
930,5,sales,insurance,7,7,9,5,HIGH,???
3412,0,,,10,0,10,0,MEDIUM,???
1463,1,sales,finance,5,2,5,1,MEDIUM,???
2045,0,,,8,0,8,0,MEDIUM,???
3846,0,,,3,0,3,0,MEDIUM,???
1914,5,other,other,8,7,11,4,HIGH,???
3124,4,sales,insurance,8,2,9,0,HIGH,???
2152,5,finance,other,8,3,9,1,HIGH,???
3854,3,other,other,9,2,9,2,HIGH,???
1564,5,finance,tech,5,7,8,4,MEDIUM,???
2977,4,hr,insurance,8,5,9,3,HIGH,???
60,2,finance,finance,6,5,7,0,MEDIUM,???
117,0,,,8,0,8,0,MEDIUM,???
2607,0,,,7,0,7,0,MEDIUM,???
86,0,,,7,0,7,0,MEDIUM,???
2881,0,,,10,0,10,0,MEDIUM,???
852,2,other,tech,8,4,10,2,MEDIUM,???
1909,0,,,4,0,4,0,MEDIUM,???
1101,1,other,telecom,3,0,3,0,MEDIUM,???
1242,0,,,10,0,10,0,MEDIUM,???
2578,4,sales,telecom,3,7,6,4,MEDIUM,???
893,0,,,9,0,9,0,MEDIUM,???
919,3,sales,telecom,8,6,10,4,HIGH,???
3909,0,,,9,0,9,0,MEDIUM,???
1446,2,finance,tech,5,7,8,4,LOW,???
2422,0,,,3,0,3,0,MEDIUM,???
3485,0,,,10,0,10,0,MEDIUM,???
3143,4,sales,other,6,5,9,2,HIGH,???
1897,0,,,3,0,3,0,MEDIUM,???
326,1,finance,tech,8,5,10,3,MEDIUM,???
1916,0,,,8,0,8,0,MEDIUM,???
2682,0,,,5,0,5,0,MEDIUM,???
2432,4,hr,finance,7,7,8,6,MEDIUM,???
3292,1,other,insurance,8,0,8,0,MEDIUM,???
1245,2,finance,tech,4,7,7,4,LOW,???
817,4,sales,tech,7,7,10,4,HIGH,???
3572,1,other,tech,6,0,6,0,MEDIUM,???
651,0,,,3,0,3,0,MEDIUM,???
1509,4,tech,insurance,4,7,7,4,MEDIUM,???
1187,0,,,8,0,8,0,MEDIUM,???
375,0,,,10,0,10,0,MEDIUM,???
1690,4,finance,insurance,10,7,14,3,HIGH,???
1625,0,,,3,0,3,0,MEDIUM,???
3949,0,,,3,0,3,0,MEDIUM,???
873,1,other,insurance,5,0,5,0,MEDIUM,???
382,0,,,3,0,3,0,MEDIUM,???
2999,0,,,4,0,4,0,MEDIUM,???
3287,5,other,insurance,9,5,11,1,HIGH,???
1300,0,,,10,0,10,0,MEDIUM,???
186,1,tech,telecom,10,1,10,0,MEDIUM,???
3873,3,hr,tech,7,5,9,2,HIGH,???
3632,0,,,3,0,3,0,MEDIUM,???
2053,3,tech,telecom,10,7,12,5,HIGH,???
1957,3,other,telecom,10,7,14,3,HIGH,???
2752,4,finance,other,4,7,7,4,MEDIUM,???
1134,2,finance,tech,10,5,12,3,MEDIUM,???
3222,0,,,10,0,10,0,MEDIUM,???
2028,2,hr,finance,9,7,12,4,MEDIUM,???
3849,2,finance,insurance,6,7,9,4,MEDIUM,???
2139,2,finance,other,9,4,10,2,MEDIUM,???
461,0,,,5,0,5,0,MEDIUM,???
3536,1,tech,finance,3,0,3,0,LOW,???
2937,2,tech,insurance,8,7,10,1,MEDIUM,???
2904,5,tech,tech,5,7,8,4,MEDIUM,???
1259,1,hr,insurance,9,0,9,0,MEDIUM,???
1694,5,hr,finance,10,7,12,5,MEDIUM,???
1190,3,sales,other,4,7,8,3,MEDIUM,???
1172,4,other,finance,8,7,11,3,MEDIUM,???
3313,2,sales,other,8,3,8,3,MEDIUM,???
1239,5,hr,finance,10,4,11,3,MEDIUM,???
85,0,,,7,0,7,0,MEDIUM,???
331,2,other,other,8,6,10,4,MEDIUM,???
1418,2,finance,insurance,9,1,9,0,MEDIUM,???
3087,5,tech,telecom,3,7,5,2,MEDIUM,???
2013,0,,,10,0,10,0,MEDIUM,???
2819,2,tech,insurance,3,2,3,2,MEDIUM,???
45,0,,,8,0,8,0,MEDIUM,???
1821,0,,,4,0,4,0,MEDIUM,???
1400,0,,,9,0,9,0,MEDIUM,???
3337,2,other,tech,3,4,5,2,MEDIUM,???
967,0,,,10,0,10,0,MEDIUM,???
2016,1,tech,telecom,9,2,10,1,MEDIUM,???
874,2,other,other,9,7,12,4,MEDIUM,???
230,0,,,5,0,5,0,MEDIUM,???
2709,4,finance,tech,9,7,11,5,HIGH,???
242,4,other,telecom,7,7,9,5,HIGH,???
1818,0,,,9,0,9,0,MEDIUM,???
618,0,,,8,0,8,0,MEDIUM,???
3526,0,,,9,0,9,0,MEDIUM,???
394,2,hr,tech,5,3,6,2,MEDIUM,???
2776,0,,,6,0,6,0,MEDIUM,???
2386,5,hr,finance,6,7,8,3,MEDIUM,???
3950,3,finance,other,8,7,12,3,HIGH,???
1552,2,tech,insurance,7,7,9,5,MEDIUM,???
1426,1,hr,insurance,4,2,5,1,MEDIUM,???
1403,4,sales,insurance,6,4,8,2,HIGH,???
1830,5,finance,other,6,7,9,4,HIGH,???
3275,0,,,4,0,4,0,MEDIUM,???
2380,4,tech,finance,7,7,10,4,MEDIUM,???
2800,0,,,9,0,9,0,MEDIUM,???
296,0,,,5,0,5,0,MEDIUM,???
3830,3,sales,telecom,7,7,9,5,HIGH,???
3282,5,tech,telecom,6,2,7,1,HIGH,???
3961,3,sales,tech,4,7,7,3,MEDIUM,???
2553,4,other,telecom,6,7,9,3,HIGH,???
1822,0,,,4,0,4,0,MEDIUM,???
2677,0,,,9,0,9,0,MEDIUM,???
713,5,sales,telecom,6,7,8,5,HIGH,???
2925,2,other,telecom,7,7,10,4,MEDIUM,???
2773,0,,,5,0,5,0,MEDIUM,???
2868,3,tech,other,5,4,7,2,HIGH,???
2970,0,,,3,0,3,0,MEDIUM,???
787,0,,,7,0,7,0,MEDIUM,???
683,3,sales,tech,9,7,13,3,HIGH,???
204,0,,,6,0,6,0,MEDIUM,???
2581,1,sales,finance,6,0,6,0,MEDIUM,???
270,3,finance,insurance,10,7,14,3,HIGH,???
215,0,,,10,0,10,0,MEDIUM,???
2458,2,finance,insurance,10,0,10,0,MEDIUM,???
1291,0,,,6,0,6,0,MEDIUM,???
1874,1,finance,insurance,8,0,8,0,MEDIUM,???
2301,0,,,10,0,10,0,MEDIUM,???
1026,0,,,9,0,9,0,MEDIUM,???
3753,5,other,insurance,6,7,8,0,HIGH,???
2711,4,other,other,3,2,3,0,HIGH,???
2359,0,,,7,0,7,0,MEDIUM,???
2331,2,hr,insurance,3,6,5,0,LOW,???
173,2,tech,finance,3,6,5,4,LOW,???
2318,3,hr,other,3,4,5,2,HIGH,???
2133,0,,,8,0,8,0,MEDIUM,???
659,3,other,finance,3,7,7,0,LOW,???
3419,0,,,4,0,4,0,MEDIUM,???
1771,4,sales,finance,10,5,13,2,MEDIUM,???
735,3,sales,insurance,7,0,7,0,HIGH,???
620,1,finance,telecom,9,0,9,0,MEDIUM,???
2402,1,tech,telecom,8,2,9,1,MEDIUM,???
842,2,hr,other,4,4,5,3,MEDIUM,???
473,0,,,3,0,3,0,MEDIUM,???
1629,5,other,other,7,5,9,3,HIGH,???
3977,0,,,5,0,5,0,MEDIUM,???
3025,0,,,8,0,8,0,MEDIUM,???
1297,2,hr,insurance,4,5,5,4,MEDIUM,???
1244,0,,,10,0,10,0,MEDIUM,???
47,0,,,3,0,3,0,MEDIUM,???
3110,0,,,6,0,6,0,MEDIUM,???
3047,3,sales,other,6,5,8,0,HIGH,???
2726,2,tech,insurance,8,7,12,3,MEDIUM,???
